Age_Category,Gender,License,Coverage,Earned_Premium_Income,Exposure,Total_Paid,Estimated_Cost,Cost,No_of_Claims,No_of_Large_Claims,Dev_Year,Year,DevYear
17 to 20,Male,Full,ThirdPartyFireTheft,1016180,696.178,396996,50230,447226,52,1,2,2013,2012@2013
17 to 20,Male,Provisional,ThirdPartyFireTheft,1115460,645.46,377221,2560780,2938000,75,4,2,2013,2012@2013
17 to 20,Female,Full,ThirdPartyFireTheft,2368660,2990.13,530453,412086,942539,157,1,2,2013,2012@2013
17 to 20,Female,Provisional,ThirdPartyFireTheft,3374180,2934.58,1086760,856016,1942770,209,4,2,2013,2012@2013
17 to 20,Male,Full,ThirdPartyFireTheft,5370520,4782.84,1608380,2717420,4325810,298,7,2,2013,2012@2013
17 to 20,Male,Provisional,ThirdPartyFireTheft,2045330,1336.97,530176,1129380,1659560,104,4,2,2013,2012@2013
21 to 24,Female,Full,ThirdPartyFireTheft,5455580,9887.34,1621170,2184940,3806120,487,4,2,2013,2012@2013
21 to 24,Female,Provisional,ThirdPartyFireTheft,4845940,5660.96,1180210,1866040,3046250,368,3,2,2013,2012@2013
21 to 24,Male,Full,ThirdPartyFireTheft,12749600,16639,3819970,4478540,8298510,861,13,2,2013,2012@2013
21 to 24,Male,Provisional,ThirdPartyFireTheft,3433440,2849.32,1376920,1265720,2642640,241,4,2,2013,2012@2013
25 to 30,Female,Full,ThirdPartyFireTheft,6903160,16281.4,2167130,3296130,5463260,703,10,2,2013,2012@2013
25 to 30,Female,Provisional,ThirdPartyFireTheft,4002420,6068.55,1204070,2178180,3382250,339,5,2,2013,2012@2013
25 to 30,Male,Full,ThirdPartyFireTheft,15698200,28294.1,5616660,8337970,13954600,1322,33,2,2013,2012@2013
25 to 30,Male,Provisional,ThirdPartyFireTheft,4439470,4989.13,1461680,1573890,3035570,344,4,2,2013,2012@2013
31 to 50,Female,Full,ThirdPartyFireTheft,6570590,17858,2949920,2932100,5882010,739,12,2,2013,2012@2013
31 to 50,Female,Provisional,ThirdPartyFireTheft,2883340,5139.53,697770,1782790,2480560,265,2,2,2013,2012@2013
31 to 50,Male,Full,ThirdPartyFireTheft,16532300,38135.3,7016390,9365890,16382300,1674,37,2,2013,2012@2013
31 to 50,Male,Provisional,ThirdPartyFireTheft,3516500,4992.83,1187590,6915960,8103560,276,6,2,2013,2012@2013
31 to 50,Female,Full,ThirdPartyFireTheft,6192250,13769.7,1795930,2004510,3800440,531,8,2,2013,2012@2013
31 to 50,Female,Provisional,ThirdPartyFireTheft,1411220,2553.71,493628,735800,1229430,105,2,2,2013,2012@2013
31 to 50,Male,Full,ThirdPartyFireTheft,11518500,26830.1,3759740,5956100,9715850,947,18,2,2013,2012@2013
31 to 50,Male,Provisional,ThirdPartyFireTheft,1316470,2116.49,444253,229415,673668,92,1,2,2013,2012@2013
51 to 70,Female,Full,ThirdPartyFireTheft,4189250,10092.7,891213,1978290,2869500,304,5,2,2013,2012@2013
51 to 70,Female,Provisional,ThirdPartyFireTheft,761990,1622.66,218910,308847,527757,58,0,2,2013,2012@2013
51 to 70,Male,Full,ThirdPartyFireTheft,8958350,21519,3266170,3576030,6842200,650,12,2,2013,2012@2013
51 to 70,Male,Provisional,ThirdPartyFireTheft,736578,1268.42,144011,730300,874311,51,1,2,2013,2012@2013
51 to 70,Female,Full,ThirdPartyFireTheft,1878700,5667.22,245126,532044,777170,114,1,2,2013,2012@2013
51 to 70,Female,Provisional,ThirdPartyFireTheft,355453,857.463,71707,49547,121254,20,0,2,2013,2012@2013
51 to 70,Male,Full,ThirdPartyFireTheft,5616790,15229.2,1385770,1936780,3322550,375,5,2,2013,2012@2013
51 to 70,Male,Provisional,ThirdPartyFireTheft,309075,606.019,27498,33177,60675,13,0,2,2013,2012@2013
over 70,Female,Full,ThirdPartyFireTheft,1934550,5045.18,674822,168876,843698,134,1,2,2013,2012@2013
over 70,Female,Provisional,ThirdPartyFireTheft,174613,348.937,23965,40900,64865,9,0,2,2013,2012@2013
over 70,Male,Full,ThirdPartyFireTheft,5511370,13215,2527210,3582470,6109680,340,8,2,2013,2012@2013
over 70,Male,Provisional,ThirdPartyFireTheft,179371,306.126,11378,152607,163985,10,1,2,2013,2012@2013
17 to 20,Female,Full,ThirdPartyOnly,1712.6,1.31507,0,0,0,0,0,2,2013,2012@2013
17 to 20,Female,Provisional,ThirdPartyOnly,15653.3,10.1973,19636,102970,122606,2,0,2,2013,2012@2013
17 to 20,Male,Full,ThirdPartyOnly,12079,6.50959,0,0,0,1,0,2,2013,2012@2013
17 to 20,Male,Provisional,ThirdPartyOnly,26224.6,10.1973,0,0,0,0,0,2,2013,2012@2013
17 to 20,Female,Full,ThirdPartyOnly,28358.9,45.6411,12167,65800,77967,6,0,2,2013,2012@2013
17 to 20,Female,Provisional,ThirdPartyOnly,42417.1,38.3315,7506,51175,58681,1,0,2,2013,2012@2013
17 to 20,Male,Full,ThirdPartyOnly,98858.2,100.066,4486,0,4486,3,0,2,2013,2012@2013
17 to 20,Male,Provisional,ThirdPartyOnly,36731.2,21.8658,656,0,656,1,0,2,2013,2012@2013
21 to 24,Female,Full,ThirdPartyOnly,106609,213.353,20341,57769,78110,13,0,2,2013,2012@2013
21 to 24,Female,Provisional,ThirdPartyOnly,69655.9,74.8164,3152,0,3152,3,0,2,2013,2012@2013
21 to 24,Male,Full,ThirdPartyOnly,345593,465.863,212498,63093,275591,13,0,2,2013,2012@2013
21 to 24,Male,Provisional,ThirdPartyOnly,76088.4,59.0849,93196,0,93196,7,0,2,2013,2012@2013
25 to 30,Female,Full,ThirdPartyOnly,209764,547.038,113195,497399,610594,22,1,2,2013,2012@2013
25 to 30,Female,Provisional,ThirdPartyOnly,69214.7,107.731,40818,43244,84062,8,0,2,2013,2012@2013
25 to 30,Male,Full,ThirdPartyOnly,668748,1334.07,397040,500704,897744,46,3,2,2013,2012@2013
25 to 30,Male,Provisional,ThirdPartyOnly,119076,131.605,11048,1800,12848,9,0,2,2013,2012@2013
31 to 50,Female,Full,ThirdPartyOnly,357110,1129.38,223972,347786,571758,51,0,2,2013,2012@2013
31 to 50,Female,Provisional,ThirdPartyOnly,66492.4,115.452,25855,0,25855,10,0,2,2013,2012@2013
31 to 50,Male,Full,ThirdPartyOnly,1174190,3167.82,266879,604992,871871,105,0,2,2013,2012@2013
31 to 50,Male,Provisional,ThirdPartyOnly,99822,174.26,29245,179658,208903,11,1,2,2013,2012@2013
31 to 50,Female,Full,ThirdPartyOnly,340461,959.63,178775,567653,746428,35,1,2,2013,2012@2013
31 to 50,Female,Provisional,ThirdPartyOnly,37420.1,72.1452,1404,0,1404,4,0,2,2013,2012@2013
31 to 50,Male,Full,ThirdPartyOnly,975174,2750.02,615689,1032450,1648140,174,3,2,2013,2012@2013
31 to 50,Male,Provisional,ThirdPartyOnly,50037.3,87.8383,2525,58000,60525,4,0,2,2013,2012@2013
51 to 70,Female,Full,ThirdPartyOnly,247752,711.203,71046,746201,817247,23,1,2,2013,2012@2013
51 to 70,Female,Provisional,ThirdPartyOnly,18007.3,40.7726,14894,18537,33431,1,0,2,2013,2012@2013
51 to 70,Male,Full,ThirdPartyOnly,961637,2443.1,222605,444460,667065,50,1,2,2013,2012@2013
51 to 70,Male,Provisional,ThirdPartyOnly,52675.5,97.0328,3472,0,3472,2,0,2,2013,2012@2013
51 to 70,Female,Full,ThirdPartyOnly,142748,468.296,25212,158852,184064,9,1,2,2013,2012@2013
51 to 70,Female,Provisional,ThirdPartyOnly,10699.8,25.2657,5155,0,5155,3,0,2,2013,2012@2013
51 to 70,Male,Full,ThirdPartyOnly,603987,1807.62,85261,38788,124049,34,0,2,2013,2012@2013
51 to 70,Male,Provisional,ThirdPartyOnly,34114.7,60.8849,1208,0,1208,1,0,2,2013,2012@2013
over 70,Female,Full,ThirdPartyOnly,147521,401.32,15574,0,15574,11,0,2,2013,2012@2013
over 70,Female,Provisional,ThirdPartyOnly,9703.3,20.6192,2466,0,2466,1,0,2,2013,2012@2013
over 70,Male,Full,ThirdPartyOnly,576663,1478.55,869669,531034,1400700,294,1,2,2013,2012@2013
over 70,Male,Provisional,ThirdPartyOnly,14027.2,22.6411,1395,0,1395,1,0,2,2013,2012@2013
17 to 20,Female,Full,All,623582,519.436,57330,87988,145318,27,0,1,2013,2013@2013
17 to 20,Female,Provisional,All,1857820,1104.85,169348,451444,620792,80,0,1,2013,2013@2013
17 to 20,Male,Full,All,901472,604.384,152556,94613,247169,48,0,1,2013,2013@2013
17 to 20,Male,Provisional,All,1186530,655.159,98219,2052400,2150620,47,3,1,2013,2013@2013
17 to 20,Female,Full,All,4343660,4729.48,566588,2064230,2630820,282,4,1,2013,2013@2013
17 to 20,Female,Provisional,All,4412340,3309.36,437266,982610,1419880,203,0,1,2013,2013@2013
17 to 20,Male,Full,All,5806080,5283.24,894799,1954730,2849530,306,2,1,2013,2013@2013
17 to 20,Male,Provisional,All,1844150,1279.36,299011,428291,727302,99,0,1,2013,2013@2013
21 to 24,Female,Full,All,20229900,31329.7,4068400,7618990,11687400,1746,10,1,2013,2013@2013
21 to 24,Female,Provisional,All,10740100,10735.2,1657660,3571030,5228690,758,8,1,2013,2013@2013
21 to 24,Male,Full,All,23158400,29651,3879800,8943120,12822900,1513,10,1,2013,2013@2013
21 to 24,Male,Provisional,All,5282190,4591.97,780839,1914890,2695730,337,3,1,2013,2013@2013
25 to 30,Female,Full,All,45430000,95520.3,10966100,16630700,27596800,5015,20,1,2013,2013@2013
25 to 30,Female,Provisional,All,10672300,14137.6,2010700,5081390,7092090,976,6,1,2013,2013@2013
25 to 30,Male,Full,All,42174700,73351.1,8809300,21495200,30304500,3789,24,1,2013,2013@2013
25 to 30,Male,Provisional,All,7761930,8562.8,1318620,2824950,4143560,628,4,1,2013,2013@2013
31 to 50,Female,Full,All,87817200,214207,23565300,38656800,62222100,11533,51,1,2013,2013@2013
31 to 50,Female,Provisional,All,10370100,16787.1,2008410,4369690,6378100,1125,7,1,2013,2013@2013
31 to 50,Male,Full,All,80013100,173070,21908800,30209500,52118300,8882,30,1,2013,2013@2013
31 to 50,Male,Provisional,All,7999170,11721,2055340,3564200,5619540,786,8,1,2013,2013@2013
31 to 50,Female,Full,All,80542900,190171,19551200,24971100,44522400,9629,35,1,2013,2013@2013
31 to 50,Female,Provisional,All,5358820,9183.36,965130,1499480,2464610,561,2,1,2013,2013@2013
31 to 50,Male,Full,All,73555600,166487,17490400,27386900,44877300,7972,37,1,2013,2013@2013
31 to 50,Male,Provisional,All,3621070,6060.5,708622,971534,1680160,387,2,1,2013,2013@2013
51 to 70,Female,Full,All,60097500,144407,12154900,15368500,27523400,6225,26,1,2013,2013@2013
51 to 70,Female,Provisional,All,3421280,6220.23,451827,484681,936508,288,0,1,2013,2013@2013
51 to 70,Male,Full,All,65137600,148683,14215700,21908600,36124400,6184,26,1,2013,2013@2013
51 to 70,Male,Provisional,All,2093350,3589.09,252952,607898,860850,162,0,1,2013,2013@2013
51 to 70,Female,Full,All,33532600,89947,6584340,7535840,14120200,3450,5,1,2013,2013@2013
51 to 70,Female,Provisional,All,1538930,3294.88,190090,167454,357544,126,0,1,2013,2013@2013
51 to 70,Male,Full,All,48056300,119035,9245430,12316400,21561900,4525,13,1,2013,2013@2013
51 to 70,Male,Provisional,All,976971,1902.3,117634,80657,198291,65,0,1,2013,2013@2013
over 70,Female,Full,All,23036100,51282,4459910,6422400,10882300,2185,8,1,2013,2013@2013
over 70,Female,Provisional,All,674134,1202.57,86754,114831,201585,46,0,1,2013,2013@2013
over 70,Male,Full,All,39367800,83078.3,7992720,15536500,23529200,3492,22,1,2013,2013@2013
over 70,Male,Provisional,All,454179,766.863,109544,105056,214600,40,0,1,2013,2013@2013
17 to 20,Female,Full,Comprehensive,343473,273.09,23806,16102,39908,11,0,1,2013,2013@2013
17 to 20,Female,Provisional,Comprehensive,885511,476.351,98316,372721,471037,54,0,1,2013,2013@2013
17 to 20,Male,Full,Comprehensive,390407,245.148,47420,39643,87063,19,0,1,2013,2013@2013
17 to 20,Male,Provisional,Comprehensive,411287,209.496,53456,1385390,1438850,25,2,1,2013,2013@2013
17 to 20,Female,Full,Comprehensive,2370450,2424.77,382856,1368430,1751290,169,3,1,2013,2013@2013
17 to 20,Female,Provisional,Comprehensive,1892830,1311.34,244521,367264,611785,90,0,1,2013,2013@2013
17 to 20,Male,Full,Comprehensive,2210650,1875.61,460236,614361,1074600,137,0,1,2013,2013@2013
17 to 20,Male,Provisional,Comprehensive,582758,391.584,102199,76358,178557,35,0,1,2013,2013@2013
21 to 24,Female,Full,Comprehensive,13999000,21177.7,3364960,5902030,9266990,1297,10,1,2013,2013@2013
21 to 24,Female,Provisional,Comprehensive,5382460,5181.67,1067630,2049960,3117590,411,6,1,2013,2013@2013
21 to 24,Male,Full,Comprehensive,11406400,13836.7,2441730,3286830,5728550,838,3,1,2013,2013@2013
21 to 24,Male,Provisional,Comprehensive,1731280,1491.92,248597,582506,831103,131,0,1,2013,2013@2013
25 to 30,Female,Full,Comprehensive,37784600,78823.8,9661450,13772200,23433600,4402,16,1,2013,2013@2013
25 to 30,Female,Provisional,Comprehensive,6223960,8125.69,1292220,3568490,4860710,655,6,1,2013,2013@2013
25 to 30,Male,Full,Comprehensive,28252400,47874.8,6661050,15878100,22539200,2787,11,1,2013,2013@2013
25 to 30,Male,Provisional,Comprehensive,3284550,3632.09,646188,1065510,1711700,318,1,1,2013,2013@2013
31 to 50,Female,Full,Comprehensive,79758900,193419,21979800,34469100,56448800,10771,40,1,2013,2013@2013
31 to 50,Female,Provisional,Comprehensive,7122160,11474.9,1515440,2736830,4252270,844,3,1,2013,2013@2013
31 to 50,Male,Full,Comprehensive,63411000,134633,17043700,23036600,40080200,7545,19,1,2013,2013@2013
31 to 50,Male,Provisional,Comprehensive,4504480,6733.29,1415180,1969610,3384790,552,4,1,2013,2013@2013
31 to 50,Female,Full,Comprehensive,73344600,174461,18594300,22370300,40964600,9133,31,1,2013,2013@2013
31 to 50,Female,Provisional,Comprehensive,3957950,6697.94,782883,1242810,2025690,445,1,1,2013,2013@2013
31 to 50,Male,Full,Comprehensive,61796000,138982,15684300,20963400,36647700,7167,29,1,2013,2013@2013
31 to 50,Male,Provisional,Comprehensive,2286900,3910.84,492302,627614,1119920,281,1,1,2013,2013@2013
51 to 70,Female,Full,Comprehensive,55023200,132688,11680900,14108900,25789800,5934,22,1,2013,2013@2013
51 to 70,Female,Provisional,Comprehensive,2665240,4675.66,384872,288726,673598,248,0,1,2013,2013@2013
51 to 70,Male,Full,Comprehensive,55585700,126335,12539100,15381000,27920100,5610,21,1,2013,2013@2013
51 to 70,Male,Provisional,Comprehensive,1354300,2270.76,190544,369611,560155,122,0,1,2013,2013@2013
51 to 70,Female,Full,Comprehensive,31322300,83546.6,6370960,7082480,13453400,3316,5,1,2013,2013@2013
51 to 70,Female,Provisional,Comprehensive,1158640,2409.88,157556,131515,289071,98,0,1,2013,2013@2013
51 to 70,Male,Full,Comprehensive,42124700,102760,8686020,10021800,18707800,4173,12,1,2013,2013@2013
51 to 70,Male,Provisional,Comprehensive,629367,1200.68,106132,80657,186789,50,0,1,2013,2013@2013
over 70,Female,Full,Comprehensive,20726800,45435,4278180,5798150,10076300,2050,8,1,2013,2013@2013
over 70,Female,Provisional,Comprehensive,473369,815.425,69912,95481,165393,35,0,1,2013,2013@2013
over 70,Male,Full,Comprehensive,33353800,68624.6,7223420,10129100,17352500,3099,19,1,2013,2013@2013
over 70,Male,Provisional,Comprehensive,274466,457.877,102980,53453,156433,31,0,1,2013,2013@2013
17 to 20,Female,Full,ThirdPartyFireTheft,274425,242.978,33524,71886,105410,16,0,1,2013,2013@2013
17 to 20,Female,Provisional,ThirdPartyFireTheft,957299,620.86,71032,78723,149755,26,0,1,2013,2013@2013
17 to 20,Male,Full,ThirdPartyFireTheft,498846,351.247,105136,54970,160106,29,0,1,2013,2013@2013
17 to 20,Male,Provisional,ThirdPartyFireTheft,727105,423.195,36809,621508,658317,19,1,1,2013,2013@2013
17 to 20,Female,Full,ThirdPartyFireTheft,1916440,2227.14,179589,589132,768721,106,1,1,2013,2013@2013
17 to 20,Female,Provisional,ThirdPartyFireTheft,2439350,1934.42,180756,598692,779448,107,0,1,2013,2013@2013
17 to 20,Male,Full,ThirdPartyFireTheft,3457160,3262.23,415673,1271890,1687560,161,2,1,2013,2013@2013
17 to 20,Male,Provisional,ThirdPartyFireTheft,1208530,855.244,192220,216525,408745,61,0,1,2013,2013@2013
21 to 24,Female,Full,ThirdPartyFireTheft,6022910,9818.48,686232,1618430,2304670,434,0,1,2013,2013@2013
21 to 24,Female,Provisional,ThirdPartyFireTheft,5222620,5432.62,574895,1505750,2080640,339,2,1,2013,2013@2013
21 to 24,Male,Full,ThirdPartyFireTheft,11263800,15124.5,1365000,5186660,6551660,645,6,1,2013,2013@2013
21 to 24,Male,Provisional,ThirdPartyFireTheft,3390060,2972.59,491652,1223140,1714800,197,3,1,2013,2013@2013
25 to 30,Female,Full,ThirdPartyFireTheft,7332280,15998.9,1252410,2620960,3873360,593,3,1,2013,2013@2013
25 to 30,Female,Provisional,ThirdPartyFireTheft,4311030,5867.02,711121,1365710,2076830,312,0,1,2013,2013@2013
25 to 30,Male,Full,ThirdPartyFireTheft,13115000,23882.4,1966290,5319690,7285990,923,13,1,2013,2013@2013
25 to 30,Male,Provisional,ThirdPartyFireTheft,4280240,4746.63,646869,1588010,2234880,292,3,1,2013,2013@2013
31 to 50,Female,Full,ThirdPartyFireTheft,7608800,19489.9,1348170,3993140,5341310,719,10,1,2013,2013@2013
31 to 50,Female,Provisional,ThirdPartyFireTheft,3138560,5163.23,491209,1631660,2122870,274,4,1,2013,2013@2013
31 to 50,Male,Full,ThirdPartyFireTheft,15340000,35011.5,4708370,6799680,11508000,1253,11,1,2013,2013@2013
31 to 50,Male,Provisional,ThirdPartyFireTheft,3340910,4787.32,630481,1475440,2105920,225,3,1,2013,2013@2013
31 to 50,Female,Full,ThirdPartyFireTheft,6816040,14664.5,899335,2381070,3280400,472,3,1,2013,2013@2013
31 to 50,Female,Provisional,ThirdPartyFireTheft,1355480,2409.81,178350,240973,419323,114,1,1,2013,2013@2013
31 to 50,Male,Full,ThirdPartyFireTheft,10743300,24668.7,1674080,5526260,7200340,746,7,1,2013,2013@2013
31 to 50,Male,Provisional,ThirdPartyFireTheft,1274560,2061.48,216320,342719,559039,104,1,1,2013,2013@2013
51 to 70,Female,Full,ThirdPartyFireTheft,4800290,10958,421789,1024350,1446140,275,3,1,2013,2013@2013
51 to 70,Female,Provisional,ThirdPartyFireTheft,733519,1498.03,66955,195955,262910,40,0,1,2013,2013@2013
51 to 70,Male,Full,ThirdPartyFireTheft,8543690,19864.6,1577340,6130760,7708100,529,5,1,2013,2013@2013
51 to 70,Male,Provisional,ThirdPartyFireTheft,684478,1219.87,59989,238287,298276,37,0,1,2013,2013@2013
51 to 70,Female,Full,ThirdPartyFireTheft,2046120,5898.24,190858,390800,581658,122,0,1,2013,2013@2013
51 to 70,Female,Provisional,ThirdPartyFireTheft,369555,862.436,32534,35939,68473,28,0,1,2013,2013@2013
51 to 70,Male,Full,ThirdPartyFireTheft,5329020,14497.5,534501,2129410,2663920,325,1,1,2013,2013@2013
51 to 70,Male,Provisional,ThirdPartyFireTheft,310720,631.836,9838,0,9838,13,0,1,2013,2013@2013
over 70,Female,Full,ThirdPartyFireTheft,2148000,5433.55,171540,562886,734426,123,0,1,2013,2013@2013
over 70,Female,Provisional,ThirdPartyFireTheft,187563,362.329,16842,19350,36192,11,0,1,2013,2013@2013
over 70,Male,Full,ThirdPartyFireTheft,5424420,13012.4,682952,5072610,5755560,339,3,1,2013,2013@2013
over 70,Male,Provisional,ThirdPartyFireTheft,161982,284.564,6564,51603,58167,9,0,1,2013,2013@2013
17 to 20,Female,Full,ThirdPartyOnly,5419.9,3.21918,0,0,0,0,0,1,2013,2013@2013
17 to 20,Female,Provisional,ThirdPartyOnly,15011.6,7.63836,0,0,0,0,0,1,2013,2013@2013
17 to 20,Male,Full,ThirdPartyOnly,12219.8,7.98904,0,0,0,0,0,1,2013,2013@2013
17 to 20,Male,Provisional,ThirdPartyOnly,48135.2,22.4685,7954,45500,53454,3,0,1,2013,2013@2013
17 to 20,Female,Full,ThirdPartyOnly,55868.2,76.9753,4143,106670,110813,7,0,1,2013,2013@2013
17 to 20,Female,Provisional,ThirdPartyOnly,80166.1,63.6027,11989,16654,28643,6,0,1,2013,2013@2013
17 to 20,Male,Full,ThirdPartyOnly,137572,145.099,18890,68478,87368,8,0,1,2013,2013@2013
17 to 20,Male,Provisional,ThirdPartyOnly,52857.1,32.5288,4592,135408,140000,3,0,1,2013,2013@2013
21 to 24,Female,Full,ThirdPartyOnly,202803,327.334,17215,98519,115734,15,0,1,2013,2013@2013
21 to 24,Female,Provisional,ThirdPartyOnly,131541,119.241,15131,15322,30453,8,0,1,2013,2013@2013
21 to 24,Male,Full,ThirdPartyOnly,482531,685.973,73080,469629,542709,30,1,1,2013,2013@2013
21 to 24,Male,Provisional,ThirdPartyOnly,160850,127.452,40590,109239,149829,9,0,1,2013,2013@2013
25 to 30,Female,Full,ThirdPartyOnly,299273,682.608,41117,83510,124627,18,0,1,2013,2013@2013
25 to 30,Female,Provisional,ThirdPartyOnly,132303,143.099,7359,147193,154552,9,0,1,2013,2013@2013
25 to 30,Male,Full,ThirdPartyOnly,793002,1581.89,180778,297343,478121,78,0,1,2013,2013@2013
25 to 30,Male,Provisional,ThirdPartyOnly,187353,182.416,25562,171429,196991,18,0,1,2013,2013@2013
31 to 50,Female,Full,ThirdPartyOnly,432973,1276.62,217825,194575,412400,39,1,1,2013,2013@2013
31 to 50,Female,Provisional,ThirdPartyOnly,102053,142.438,1762,1201,2963,7,0,1,2013,2013@2013
31 to 50,Male,Full,ThirdPartyOnly,1243680,3397.85,156739,373286,530025,83,0,1,2013,2013@2013
31 to 50,Male,Provisional,ThirdPartyOnly,140945,195.734,9678,119151,128829,8,1,1,2013,2013@2013
31 to 50,Female,Full,ThirdPartyOnly,369234,1031.33,55784,219795,275579,23,1,1,2013,2013@2013
31 to 50,Female,Provisional,ThirdPartyOnly,44404.7,75.1068,3897,15700,19597,2,0,1,2013,2013@2013
31 to 50,Male,Full,ThirdPartyOnly,1000570,2814.54,132033,897235,1029270,59,1,1,2013,2013@2013
31 to 50,Male,Provisional,ThirdPartyOnly,57876.4,85.9726,0,1201,1201,2,0,1,2013,2013@2013
51 to 70,Female,Full,ThirdPartyOnly,267865,751.107,52241,235204,287445,16,1,1,2013,2013@2013
51 to 70,Female,Provisional,ThirdPartyOnly,21685.4,45.2274,0,0,0,0,0,1,2013,2013@2013
51 to 70,Male,Full,ThirdPartyOnly,997823,2466.54,95121,391158,486279,42,0,1,2013,2013@2013
51 to 70,Male,Provisional,ThirdPartyOnly,52902.7,96.2055,2419,0,2419,3,0,1,2013,2013@2013
51 to 70,Female,Full,ThirdPartyOnly,153644,489.405,10313,20460,30773,4,0,1,2013,2013@2013
51 to 70,Female,Provisional,ThirdPartyOnly,10311.7,22.0685,0,0,0,0,0,1,2013,2013@2013
51 to 70,Male,Full,ThirdPartyOnly,592552,1762.83,24903,165226,190129,27,0,1,2013,2013@2013
51 to 70,Male,Provisional,ThirdPartyOnly,36206.3,68.3479,1664,0,1664,1,0,1,2013,2013@2013
over 70,Female,Full,ThirdPartyOnly,157068,409.14,10193,61360,71553,12,0,1,2013,2013@2013
over 70,Female,Provisional,ThirdPartyOnly,12696.1,24.5616,0,0,0,0,0,1,2013,2013@2013
over 70,Male,Full,ThirdPartyOnly,570244,1421.55,81719,334754,416473,53,0,1,2013,2013@2013
over 70,Male,Provisional,ThirdPartyOnly,15134.1,22.0192,0,0,0,0,0,1,2013,2013@2013
